scenario,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
raw,1.450393021358727,4.076177995550715,6.690220304559982,0.11038754085445954,0.06027316402671164,0.07114375244502151
combined,0.20450464,0.49729648,0.5207327,0.061722215,0.056185342,0.07045036
bosch,0.03201014088643467,0.024362107459995105,0.02710690272453116,0.0027598407599517902,0.0050135916643706865,0.0030844623173627386
