scenario,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
raw,1.5697022095668016,3.823323314793879,6.275797726040552,0.11397421847726588,0.07591534479009553,0.2048965071087923
combined,0.21813738,0.44208923,0.48942932,0.07507438,0.07259685,0.2038148
bosch,0.03201014088643467,0.024362107459995105,0.02710690272453116,0.0027598407599517902,0.0050135916643706865,0.0030844623173627386
