scenario,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
raw,0.977806999851309,2.758897641213787,3.7270335215986226,0.06903039100902146,0.04090128350453765,0.13296473826989183
combined,0.14226744,0.3274036,0.28097466,0.042794716,0.037797965,0.13236538
bosch,0.011586937792038806,0.017634518529854305,0.016493796613905456,0.002081213863403286,0.001988189468928814,0.0014097274908193456
